,Content ID,Type,Datetime,Reaction Score,Category,Category Wise,,
160,3f8590c7-6ab2-4973-805a-90cdec355f05,scared,11/25/2020,15,dogs,In top 5,,
161,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,7/11/2020,60,dogs,In top 5,,
162,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,3/19/2021,60,dogs,In top 5,,
163,3f8590c7-6ab2-4973-805a-90cdec355f05,interested,10/11/2020,30,dogs,In top 5,,
164,3f8590c7-6ab2-4973-805a-90cdec355f05,heart,11/2/2020,60,dogs,In top 5,,
165,3f8590c7-6ab2-4973-805a-90cdec355f05,want,10/1/2020,70,dogs,In top 5,,
166,3f8590c7-6ab2-4973-805a-90cdec355f05,disgust,2/11/2021,0,dogs,In top 5,,
167,3f8590c7-6ab2-4973-805a-90cdec355f05,want,2/7/2021,70,dogs,In top 5,,
168,3f8590c7-6ab2-4973-805a-90cdec355f05,hate,10/17/2020,5,dogs,In top 5,,
169,3f8590c7-6ab2-4973-805a-90cdec355f05,like,8/9/2020,50,dogs,In top 5,,
170,3f8590c7-6ab2-4973-805a-90cdec355f05,love,2/1/2021,65,dogs,In top 5,,
171,3f8590c7-6ab2-4973-805a-90cdec355f05,adore,1/30/2021,72,dogs,In top 5,,
173,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,want,3/31/2021,70,technology,In top 5,,
174,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,super love,2/5/2021,75,technology,In top 5,,
175,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,heart,2/19/2021,60,technology,In top 5,,
176,e5490118-90d5-4572-ab1c-1fbc87b8d9ca,worried,7/25/2020,12,technology,In top 5,,
178,0bedca96-fb76-4287-a83c-17330ed39cce,adore,7/13/2020,72,soccer,In top 5,,
179,0bedca96-fb76-4287-a83c-17330ed39cce,indifferent,1/13/2021,20,soccer,In top 5,,
180,0bedca96-fb76-4287-a83c-17330ed39cce,worried,1/2/2021,12,soccer,In top 5,,
181,0bedca96-fb76-4287-a83c-17330ed39cce,intrigued,11/26/2020,45,soccer,In top 5,,
182,0bedca96-fb76-4287-a83c-17330ed39cce,want,8/25/2020,70,soccer,In top 5,,
183,0bedca96-fb76-4287-a83c-17330ed39cce,hate,2/1/2021,5,soccer,In top 5,,
184,0bedca96-fb76-4287-a83c-17330ed39cce,love,6/4/2021,65,soccer,In top 5,,
185,0bedca96-fb76-4287-a83c-17330ed39cce,adore,8/19/2020,72,soccer,In top 5,,
186,0bedca96-fb76-4287-a83c-17330ed39cce,cherish,4/22/2021,70,soccer,In top 5,,
187,0bedca96-fb76-4287-a83c-17330ed39cce,super love,6/26/2020,75,soccer,In top 5,,
188,0bedca96-fb76-4287-a83c-17330ed39cce,like,8/15/2020,50,soccer,In top 5,,
189,0bedca96-fb76-4287-a83c-17330ed39cce,love,11/26/2020,65,soccer,In top 5,,
191,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,4/14/2021,70,public speaking,In top 5,,
192,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,7/21/2020,20,public speaking,In top 5,,
193,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,3/29/2021,10,public speaking,In top 5,,
194,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,5/20/2021,70,public speaking,In top 5,,
195,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,11/2/2020,50,public speaking,In top 5,,
196,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,10/24/2020,20,public speaking,In top 5,,
197,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,9/7/2020,60,public speaking,In top 5,,
198,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,3/4/2021,15,public speaking,In top 5,,
199,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,1/7/2021,72,public speaking,In top 5,,
200,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,7/6/2020,35,public speaking,In top 5,,
201,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,3/27/2021,50,public speaking,In top 5,,
202,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,11/21/2020,45,public speaking,In top 5,,
203,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,8/22/2020,70,public speaking,In top 5,,
204,b18cb63f-4c8e-44ee-a47f-541e95191d11,peeking,6/14/2021,35,public speaking,In top 5,,
205,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,7/15/2020,12,public speaking,In top 5,,
206,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,3/21/2021,45,public speaking,In top 5,,
207,b18cb63f-4c8e-44ee-a47f-541e95191d11,super love,4/7/2021,75,public speaking,In top 5,,
208,b18cb63f-4c8e-44ee-a47f-541e95191d11,cherish,4/24/2021,70,public speaking,In top 5,,
209,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,9/30/2020,60,public speaking,In top 5,,
210,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,7/19/2020,60,public speaking,In top 5,,
211,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,1/21/2021,15,public speaking,In top 5,,
212,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,1/31/2021,15,public speaking,In top 5,,
213,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,12/24/2020,5,public speaking,In top 5,,
214,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,5/27/2021,0,public speaking,In top 5,,
215,b18cb63f-4c8e-44ee-a47f-541e95191d11,disgust,2/13/2021,0,public speaking,In top 5,,
216,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,7/14/2020,72,public speaking,In top 5,,
217,b18cb63f-4c8e-44ee-a47f-541e95191d11,dislike,7/15/2020,10,public speaking,In top 5,,
218,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,10/8/2020,50,public speaking,In top 5,,
219,b18cb63f-4c8e-44ee-a47f-541e95191d11,heart,11/12/2020,60,public speaking,In top 5,,
220,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,2/21/2021,70,public speaking,In top 5,,
221,b18cb63f-4c8e-44ee-a47f-541e95191d11,intrigued,7/9/2020,45,public speaking,In top 5,,
222,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,6/26/2020,72,public speaking,In top 5,,
223,b18cb63f-4c8e-44ee-a47f-541e95191d11,worried,11/20/2020,12,public speaking,In top 5,,
224,b18cb63f-4c8e-44ee-a47f-541e95191d11,like,5/29/2021,50,public speaking,In top 5,,
225,b18cb63f-4c8e-44ee-a47f-541e95191d11,indifferent,2/22/2021,20,public speaking,In top 5,,
226,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,1/7/2021,15,public speaking,In top 5,,
227,b18cb63f-4c8e-44ee-a47f-541e95191d11,adore,10/1/2020,72,public speaking,In top 5,,
228,b18cb63f-4c8e-44ee-a47f-541e95191d11,hate,11/21/2020,5,public speaking,In top 5,,
229,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,4/15/2021,15,public speaking,In top 5,,
230,b18cb63f-4c8e-44ee-a47f-541e95191d11,love,6/30/2020,65,public speaking,In top 5,,
231,b18cb63f-4c8e-44ee-a47f-541e95191d11,want,12/1/2020,70,public speaking,In top 5,,
232,b18cb63f-4c8e-44ee-a47f-541e95191d11,scared,11/7/2020,15,public speaking,In top 5,,
234,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,6/30/2020,75,science,In top 5,,
235,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,8/4/2020,60,science,In top 5,,
236,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,7/28/2020,45,science,In top 5,,
237,5118e9c5-1377-4cc5-a486-65b35b7b7b76,super love,10/25/2020,75,science,In top 5,,
238,5118e9c5-1377-4cc5-a486-65b35b7b7b76,worried,7/5/2020,12,science,In top 5,,
239,5118e9c5-1377-4cc5-a486-65b35b7b7b76,cherish,4/28/2021,70,science,In top 5,,
240,5118e9c5-1377-4cc5-a486-65b35b7b7b76,indifferent,1/31/2021,20,science,In top 5,,
241,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,8/29/2020,72,science,In top 5,,
242,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,10/15/2020,45,science,In top 5,,
243,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,8/2/2020,65,science,In top 5,,
244,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,10/31/2020,15,science,In top 5,,
245,5118e9c5-1377-4cc5-a486-65b35b7b7b76,heart,10/12/2020,60,science,In top 5,,
246,5118e9c5-1377-4cc5-a486-65b35b7b7b76,want,12/12/2020,70,science,In top 5,,
247,5118e9c5-1377-4cc5-a486-65b35b7b7b76,like,1/9/2021,50,science,In top 5,,
248,5118e9c5-1377-4cc5-a486-65b35b7b7b76,hate,8/23/2020,5,science,In top 5,,
249,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,12/22/2020,65,science,In top 5,,
250,5118e9c5-1377-4cc5-a486-65b35b7b7b76,disgust,11/7/2020,0,science,In top 5,,
251,5118e9c5-1377-4cc5-a486-65b35b7b7b76,adore,4/17/2021,72,science,In top 5,,
252,5118e9c5-1377-4cc5-a486-65b35b7b7b76,scared,4/21/2021,15,science,In top 5,,
253,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,7/19/2020,45,science,In top 5,,
254,5118e9c5-1377-4cc5-a486-65b35b7b7b76,intrigued,7/6/2020,45,science,In top 5,,
255,5118e9c5-1377-4cc5-a486-65b35b7b7b76,love,3/26/2021,65,science,In top 5,,
258,0be59876-d70c-486c-8e0b-a06bef7a2cd6,cherish,9/13/2020,70,tennis,In top 5,,
259,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,1/28/2021,12,tennis,In top 5,,
260,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,1/20/2021,20,tennis,In top 5,,
261,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,9/3/2020,75,tennis,In top 5,,
262,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,1/9/2021,12,tennis,In top 5,,
263,0be59876-d70c-486c-8e0b-a06bef7a2cd6,indifferent,9/19/2020,20,tennis,In top 5,,
264,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,5/29/2021,75,tennis,In top 5,,
265,0be59876-d70c-486c-8e0b-a06bef7a2cd6,worried,5/15/2021,12,tennis,In top 5,,
266,0be59876-d70c-486c-8e0b-a06bef7a2cd6,intrigued,8/15/2020,45,tennis,In top 5,,
267,0be59876-d70c-486c-8e0b-a06bef7a2cd6,disgust,3/31/2021,0,tennis,In top 5,,
268,0be59876-d70c-486c-8e0b-a06bef7a2cd6,peeking,2/15/2021,35,tennis,In top 5,,
269,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,3/29/2021,15,tennis,In top 5,,
270,0be59876-d70c-486c-8e0b-a06bef7a2cd6,scared,7/29/2020,15,tennis,In top 5,,
271,0be59876-d70c-486c-8e0b-a06bef7a2cd6,hate,5/8/2021,5,tennis,In top 5,,
272,0be59876-d70c-486c-8e0b-a06bef7a2cd6,heart,11/6/2020,60,tennis,In top 5,,
273,0be59876-d70c-486c-8e0b-a06bef7a2cd6,super love,7/25/2020,75,tennis,In top 5,,
